"state","statename","place","placename"
"27","Minnesota","50776","Pierz city"
"27","Minnesota","50902","Pillager city"
"27","Minnesota","51028","Pine Bend CDP"
"27","Minnesota","51064","Pine City city"
"27","Minnesota","51136","Pine Island city"
"27","Minnesota","51234","Pine Point CDP"
"27","Minnesota","51280","Pine River city"
"27","Minnesota","51316","Pine Springs city"
"27","Minnesota","51388","Pipestone city"
"27","Minnesota","51424","Plainview city"
"27","Minnesota","51460","Plato city"
"27","Minnesota","51712","Plummer city"
"27","Minnesota","51730","Plymouth city"
"27","Minnesota","51892","Ponemah CDP"
"27","Minnesota","52144","Porter city"
"27","Minnesota","52450","Preston city"
"27","Minnesota","52522","Princeton city"
"27","Minnesota","52558","Prinsburg city"
"27","Minnesota","52594","Prior Lake city"
"27","Minnesota","52630","Proctor city"
"27","Minnesota","52756","Quamba city"
"27","Minnesota","52882","Racine city"
"27","Minnesota","53026","Ramsey city"
"27","Minnesota","53080","Randall city"
"27","Minnesota","53098","Randolph city"
"27","Minnesota","53134","Ranier city"
"27","Minnesota","53296","Raymond city"
"27","Minnesota","53386","Redby CDP"
"27","Minnesota","53458","Red Lake CDP"
"27","Minnesota","53476","Red Lake Falls city"
"27","Minnesota","53620","Red Wing city"
"27","Minnesota","53656","Redwood Falls city"
"27","Minnesota","53710","Regal city"
"27","Minnesota","53782","Remer city"
"27","Minnesota","53890","Renville city"
"27","Minnesota","53908","Revere city"
"27","Minnesota","53998","Rice city"
"27","Minnesota","54056","Rice Lake CDP"
"27","Minnesota","54214","Richfield city"
"27","Minnesota","54268","Richmond city"
"27","Minnesota","54340","Richville city"
"27","Minnesota","54596","Riverland CDP"
"27","Minnesota","54736","Riverton city"
"27","Minnesota","54808","Robbinsdale city"
"27","Minnesota","54880","Rochester city"
"27","Minnesota","54934","Rock Creek city"
"27","Minnesota","55006","Rockford city"
"27","Minnesota","55078","Rockville city"
"27","Minnesota","55186","Rogers city"
"27","Minnesota","55276","Rollingstone city"
"27","Minnesota","55366","Ronneby CDP"
"27","Minnesota","55438","Roosevelt city"
"27","Minnesota","55510","Roscoe city"
"27","Minnesota","55546","Roseau city"
"27","Minnesota","55600","Rose Creek city"
"27","Minnesota","55726","Rosemount city"
"27","Minnesota","55852","Roseville city"
"27","Minnesota","56014","Rothsay city"
"27","Minnesota","56086","Round Lake city"
"27","Minnesota","56176","Royalton city"
"27","Minnesota","56212","Roy Lake CDP"
"27","Minnesota","56266","Rush City city"
"27","Minnesota","56284","Rushford city"
"27","Minnesota","56302","Rushford Village city"
"27","Minnesota","56338","Rushmore city"
"27","Minnesota","56428","Russell city"
"27","Minnesota","56482","Ruthton city"
"27","Minnesota","56518","Rutledge city"
"27","Minnesota","56554","Sabin city"
"27","Minnesota","56572","Sacred Heart city"
"27","Minnesota","56680","St. Anthony city"
"27","Minnesota","56698","St. Anthony city"
"27","Minnesota","56724","St. Augusta city"
"27","Minnesota","56770","St. Bonifacius city"
"27","Minnesota","56788","St. Charles city"
"27","Minnesota","56824","St. Clair city"
"27","Minnesota","56896","St. Cloud city"
"27","Minnesota","56950","St. Francis city"
"27","Minnesota","57022","St. Hilaire city"
"27","Minnesota","57040","St. James city"
"27","Minnesota","57130","St. Joseph city"
"27","Minnesota","57202","St. Leo city"
"27","Minnesota","57220","St. Louis Park city"
"27","Minnesota","57238","St. Martin city"
"27","Minnesota","57292","St. Marys Point city"
"27","Minnesota","57346","St. Michael city"
"27","Minnesota","58000","St. Paul city"
"27","Minnesota","58018","St. Paul Park city"
"27","Minnesota","58036","St. Peter city"
"27","Minnesota","58072","St. Rosa city"
"27","Minnesota","58090","St. Stephen city"
"27","Minnesota","58144","St. Vincent city"
"27","Minnesota","58306","Sanborn city"
"27","Minnesota","58396","Sandstone city"
"27","Minnesota","58576","Sargeant city"
"27","Minnesota","58612","Sartell city"
"27","Minnesota","58648","Sauk Centre city"
"27","Minnesota","58684","Sauk Rapids city"
"27","Minnesota","58738","Savage city"
"27","Minnesota","58900","Scandia city"
"27","Minnesota","58936","Scanlon city"
"27","Minnesota","59098","Seaforth city"
"27","Minnesota","59116","Searles CDP"
"27","Minnesota","59152","Sebeka city"
"27","Minnesota","59188","Sedan city"
"27","Minnesota","59314","Shafer city"
"27","Minnesota","59350","Shakopee city"
"27","Minnesota","59566","Shelly city"
"27","Minnesota","59620","Sherburn city"
"27","Minnesota","59782","Shevlin city"
"27","Minnesota","59998","Shoreview city"
"27","Minnesota","60016","Shorewood city"
"27","Minnesota","60250","Silver Bay city"
"27","Minnesota","60322","Silver Creek CDP"
"27","Minnesota","60376","Silver Lake city"
"27","Minnesota","60754","Skyline city"
"27","Minnesota","60808","Slayton city"
"27","Minnesota","60844","Sleepy Eye city"
"27","Minnesota","61006","Sobieski city"
"27","Minnesota","61114","Solway city"
"27","Minnesota","61204","Soudan CDP"
"27","Minnesota","61308","South End CDP"
"27","Minnesota","61402","South Haven city"
"27","Minnesota","61492","South St. Paul city"
"27","Minnesota","61690","Spicer city"
"27","Minnesota","61816","Springfield city"
"27","Minnesota","61852","Spring Grove city"
"27","Minnesota","61888","Spring Hill city"
"27","Minnesota","61996","Spring Lake Park city"
"27","Minnesota","62014","Spring Park city"
"27","Minnesota","62104","Spring Valley city"
"27","Minnesota","62284","Squaw Lake city"
"27","Minnesota","62320","Stacy city"
"27","Minnesota","62356","Stanchfield CDP"
"27","Minnesota","62446","Staples city"
"27","Minnesota","62500","Starbuck city"
"27","Minnesota","62662","Steen city"
"27","Minnesota","62698","Stephen city"
"27","Minnesota","62788","Stewart city"
"27","Minnesota","62806","Stewartville city"
"27","Minnesota","62824","Stillwater city"
"27","Minnesota","62896","Stockton city"
"27","Minnesota","63022","Storden city"
"27","Minnesota","63112","Strandquist city"
"27","Minnesota","63130","Strathcona city"
"27","Minnesota","63220","Sturgeon Lake city"
"27","Minnesota","63454","Sunburg city"
"27","Minnesota","63544","Sunfish Lake city"
"27","Minnesota","63778","Swanville city"
"27","Minnesota","64048","Taconite city"
"27","Minnesota","64156","Tamarack city"
"27","Minnesota","64210","Taopi city"
"27","Minnesota","64264","Taunton city"
"27","Minnesota","64318","Taylors Falls city"
"27","Minnesota","64426","Tenney city"
"27","Minnesota","64444","Tenstrike city"
"27","Minnesota","64543","The Lakes CDP"
"27","Minnesota","64547","The Ranch CDP"
"27","Minnesota","64570","Thief River Falls city"
"27","Minnesota","64750","Thomson city"
"27","Minnesota","64948","Tintah city"
"27","Minnesota","65164","Tonka Bay city"
"27","Minnesota","65272","Tower city"
"27","Minnesota","65308","Tracy city"
"27","Minnesota","65344","Trail city"
"27","Minnesota","65470","Trimont city"
"27","Minnesota","65506","Trommald city"
"27","Minnesota","65542","Trosky city"
"27","Minnesota","65668","Truman city"
"27","Minnesota","65794","Turtle River city"
"27","Minnesota","65920","Twin Lakes city"
"27","Minnesota","65927","Twin Lakes CDP"
"27","Minnesota","65938","Twin Valley city"
"27","Minnesota","65956","Two Harbors city"
"27","Minnesota","66046","Tyler city"
"27","Minnesota","66136","Ulen city"
"27","Minnesota","66172","Underwood city"
"27","Minnesota","66334","Upsala city"
"27","Minnesota","66388","Urbank city"
"27","Minnesota","66424","Utica city"
"27","Minnesota","66460","Vadnais Heights city"
"27","Minnesota","66766","Vergas city"
"27","Minnesota","66802","Vermillion city"
"27","Minnesota","66874","Verndale city"
"27","Minnesota","66910","Vernon Center city"
"27","Minnesota","66982","Vesta city"
"27","Minnesota","67036","Victoria city"
"27","Minnesota","67090","Viking city"
"27","Minnesota","67144","Villard city"
"27","Minnesota","67180","Vineland CDP"
"27","Minnesota","67216","Vining city"
"27","Minnesota","67288","Virginia city"
"27","Minnesota","67378","Wabasha city"
"27","Minnesota","67396","Wabasso city"
"27","Minnesota","67432","Waconia city"
"27","Minnesota","67504","Wadena city"
"27","Minnesota","67558","Wahkon city"
"27","Minnesota","67612","Waite Park city"
"27","Minnesota","67756","Waldorf city"
"27","Minnesota","67792","Walker city"
"27","Minnesota","67846","Walnut Grove city"
"27","Minnesota","67900","Walters city"
"27","Minnesota","67918","Waltham city"
"27","Minnesota","67972","Wanamingo city"
"27","Minnesota","68008","Wanda city"
"27","Minnesota","68080","Warba city"
"27","Minnesota","68170","Warren city"
"27","Minnesota","68224","Warroad city"
"27","Minnesota","68260","Warsaw CDP"
"27","Minnesota","68296","Waseca city"
"27","Minnesota","68548","Watertown city"
"27","Minnesota","68584","Waterville city"
"27","Minnesota","68620","Watkins city"
"27","Minnesota","68656","Watson city"
"27","Minnesota","68674","Waubun city"
"27","Minnesota","68764","Waverly city"
"27","Minnesota","68818","Wayzata city"
"27","Minnesota","69070","Welcome city"
"27","Minnesota","69106","Wells city"
"27","Minnesota","69142","Wendell city"
"27","Minnesota","69250","Westbrook city"
"27","Minnesota","69304","West Concord city"
"27","Minnesota","69628","Westport city"
"27","Minnesota","69690","West Roy Lake CDP"
"27","Minnesota","69700","West St. Paul city"
"27","Minnesota","69736","West Union city"
"27","Minnesota","69808","Whalan city"
"27","Minnesota","69844","Wheaton city"
"27","Minnesota","69880","Whipholt CDP"
"27","Minnesota","69970","White Bear Lake city"
"27","Minnesota","70006","White Earth CDP"
"27","Minnesota","70258","Wilder city"
"27","Minnesota","70366","Willernie city"
"27","Minnesota","70402","Williams city"
"27","Minnesota","70420","Willmar city"
"27","Minnesota","70492","Willow River city"
"27","Minnesota","70582","Wilmont city"
"27","Minnesota","70708","Wilton city"
"27","Minnesota","70798","Windom city"
"27","Minnesota","70870","Winger city"
"27","Minnesota","70924","Winnebago city"
"27","Minnesota","71032","Winona city"
"27","Minnesota","71086","Winsted city"
"27","Minnesota","71122","Winthrop city"
"27","Minnesota","71140","Winton city"
"27","Minnesota","71338","Wolf Lake city"
"27","Minnesota","71392","Wolverton city"
"27","Minnesota","71428","Woodbury city"
"27","Minnesota","71446","Wood Lake city"
"27","Minnesota","71500","Woodland city"
"27","Minnesota","71680","Woodstock city"
"27","Minnesota","71734","Worthington city"
"27","Minnesota","71788","Wrenshall city"
"27","Minnesota","71824","Wright city"
"27","Minnesota","71950","Wykoff city"
"27","Minnesota","72022","Wyoming city"
"27","Minnesota","72184","Zemple city"
"27","Minnesota","72238","Zimmerman city"
"27","Minnesota","72310","Zumbro Falls city"
"27","Minnesota","72328","Zumbrota city"
"28","Mississippi","00100","Abbeville town"
"28","Mississippi","00180","Aberdeen city"
"28","Mississippi","00300","Ackerman town"
"28","Mississippi","00680","Alcorn State University CDP"
"28","Mississippi","00820","Algoma town"
"28","Mississippi","00940","Alligator town"
"28","Mississippi","01260","Amory city"
"28","Mississippi","01500","Anguilla town"
"28","Mississippi","01820","Arcola town"
"28","Mississippi","02060","Arnold Line CDP"
"28","Mississippi","02100","Artesia town"
"28","Mississippi","02140","Ashland town"
"28","Mississippi","02700","Baldwyn city"
"28","Mississippi","03580","Bassfield town"
"28","Mississippi","03620","Batesville city"
"28","Mississippi","03980","Bay St. Louis city"
"28","Mississippi","04060","Bay Springs city"
"28","Mississippi","04500","Beaumont town"
"28","Mississippi","04540","Beauregard village"
"28","Mississippi","04705","Beechwood CDP"
"28","Mississippi","05100","Belmont town"
"28","Mississippi","05140","Belzoni city"
"28","Mississippi","05220","Benoit town"
"28","Mississippi","05380","Bentonia town"
"28","Mississippi","05820","Beulah town"
"28","Mississippi","06060","Big Creek village"
"28","Mississippi","06180","Big Point CDP"
"28","Mississippi","06220","Biloxi city"
"28","Mississippi","07060","Blue Mountain town"
"28","Mississippi","07100","Blue Springs village"
"28","Mississippi","07330","Bogue Chitto CDP"
"28","Mississippi","07340","Bogue Chitto CDP"
"28","Mississippi","07540","Bolton town"
"28","Mississippi","07780","Booneville city"
"28","Mississippi","08180","Boyle town"
"28","Mississippi","08300","Brandon city"
"28","Mississippi","08460","Braxton village"
"28","Mississippi","08655","Bridgetown CDP"
"28","Mississippi","08820","Brookhaven city"
"28","Mississippi","08980","Brooksville town"
"28","Mississippi","09180","Bruce town"
"28","Mississippi","09380","Buckatunna CDP"
"28","Mississippi","09460","Bude town"
"28","Mississippi","09820","Burnsville town"
"28","Mississippi","10060","Byhalia town"
"28","Mississippi","10140","Byram city"
"28","Mississippi","10460","Caledonia town"
"28","Mississippi","10580","Calhoun City town"
"28","Mississippi","11100","Canton city"
"28","Mississippi","11580","Carrollton town"
"28","Mississippi","11780","Carthage city"
"28","Mississippi","11820","Cary town"
"28","Mississippi","12740","Centreville town"
"28","Mississippi","12900","Charleston city"
"28","Mississippi","13580","Chunky town"
"28","Mississippi","13700","Clara CDP"
"28","Mississippi","13820","Clarksdale city"
"28","Mississippi","14140","Cleary CDP"
"28","Mississippi","14260","Cleveland city"
"28","Mississippi","14420","Clinton city"
"28","Mississippi","14540","Cloverdale CDP"
"28","Mississippi","14580","Coahoma town"
"28","Mississippi","14740","Coffeeville town"
"28","Mississippi","14900","Coldwater town"
"28","Mississippi","15140","Collins city"
"28","Mississippi","15180","Collinsville CDP"
"28","Mississippi","15340","Columbia city"
"28","Mississippi","15380","Columbus city"
"28","Mississippi","15420","Columbus AFB CDP"
"28","Mississippi","15500","Como town"
"28","Mississippi","15540","Conehatta CDP"
"28","Mississippi","15700","Corinth city"
"28","Mississippi","15980","Courtland town"
"28","Mississippi","16420","Crawford town"
"28","Mississippi","16460","Crenshaw town"
"28","Mississippi","16620","Crosby town"
"28","Mississippi","16940","Crowder town"
"28","Mississippi","16980","Cruger town"
"28","Mississippi","17060","Crystal Springs city"
"28","Mississippi","17700","Darling CDP"
"28","Mississippi","18180","Decatur town"
"28","Mississippi","18340","De Kalb town"
"28","Mississippi","18420","DeLisle CDP"
"28","Mississippi","18940","Derma town"
"28","Mississippi","19100","Diamondhead CDP"
"28","Mississippi","19180","D'Iberville city"
"28","Mississippi","19340","D'Lo town"
"28","Mississippi","19420","Doddsville town"
"28","Mississippi","20020","Drew city"
"28","Mississippi","20260","Duck Hill town"
"28","Mississippi","20340","Dumas town"
"28","Mississippi","20380","Duncan town"
"28","Mississippi","20500","Durant city"
"28","Mississippi","21340","Ecru town"
"28","Mississippi","21420","Eden village"
"28","Mississippi","21580","Edwards town"
"28","Mississippi","21940","Elliott CDP"
"28","Mississippi","22020","Ellisville city"
"28","Mississippi","22580","Enterprise town"
"28","Mississippi","22900","Escatawpa CDP"
"28","Mississippi","23220","Ethel town"
"28","Mississippi","23420","Eupora city"
"28","Mississippi","24180","Falcon town"
"28","Mississippi","24220","Falkner town"
"28","Mississippi","24420","Farmington town"
"28","Mississippi","24460","Farrell CDP"
"28","Mississippi","24500","Fayette city"
"28","Mississippi","24940","Flora town"
"28","Mississippi","24980","Florence town"
"28","Mississippi","25100","Flowood city"
"28","Mississippi","25340","Forest city"
"28","Mississippi","25740","Foxworth CDP"
"28","Mississippi","26020","French Camp town"
"28","Mississippi","26060","Friars Point town"
"28","Mississippi","26300","Fulton city"
"28","Mississippi","26780","Gattman village"
"28","Mississippi","26860","Gautier city"
"28","Mississippi","26980","Georgetown town"
"28","Mississippi","27540","Glen town"
"28","Mississippi","27620","Glendale CDP"
"28","Mississippi","27660","Glendora village"
"28","Mississippi","27820","Gloster town"
"28","Mississippi","27940","Golden town"
"28","Mississippi","28220","Goodman town"
"28","Mississippi","29180","Greenville city"
"28","Mississippi","29340","Greenwood city"
"28","Mississippi","29460","Grenada city"
"28","Mississippi","29620","Gulf Hills CDP"
"28","Mississippi","29660","Gulf Park Estates CDP"
"28","Mississippi","29700","Gulfport city"
"28","Mississippi","29900","Gunnison town"
"28","Mississippi","29940","Guntown town"
"28","Mississippi","30220","Hamilton CDP"
"28","Mississippi","30980","Hatley town"
"28","Mississippi","31020","Hattiesburg city"
"28","Mississippi","31220","Hazlehurst city"
"28","Mississippi","31420","Heidelberg town"
"28","Mississippi","31460","Helena CDP"
"28","Mississippi","31540","Henderson Point CDP"
"28","Mississippi","31780","Hernando city"
"28","Mississippi","31980","Hickory town"
"28","Mississippi","32020","Hickory Flat town"
"28","Mississippi","32110","Hide-A-Way Lake CDP"
"28","Mississippi","32460","Hillsboro CDP"
"28","Mississippi","32820","Holcomb CDP"
"28","Mississippi","32900","Hollandale city"
"28","Mississippi","33100","Holly Springs city"
"28","Mississippi","33700","Horn Lake city"
"28","Mississippi","33900","Houston city"
"28","Mississippi","34340","Hurley CDP"
"28","Mississippi","34740","Indianola city"
"28","Mississippi","35020","Inverness town"
"28","Mississippi","35220","Isola town"
"28","Mississippi","35260","Itta Bena city"
"28","Mississippi","35300","Iuka city"
"28","Mississippi","36000","Jackson city"
"28","Mississippi","36800","Jonestown town"
"28","Mississippi","37040","Jumpertown town"
"28","Mississippi","37190","Kearney Park CDP"
"28","Mississippi","37560","Kilmichael town"
"28","Mississippi","37600","Kiln CDP"
"28","Mississippi","38320","Kosciusko city"
"28","Mississippi","38360","Kossuth village"
"28","Mississippi","38600","Lake town"
"28","Mississippi","39080","Lambert town"
"28","Mississippi","39520","Latimer CDP"
"28","Mississippi","39600","Lauderdale CDP"
"28","Mississippi","39640","Laurel city"
"28","Mississippi","39840","Leakesville town"
"28","Mississippi","39880","Learned town"
"28","Mississippi","40280","Leland city"
"28","Mississippi","40360","Lena town"
"28","Mississippi","40600","Lexington city"
"28","Mississippi","40640","Liberty town"
"28","Mississippi","41680","Long Beach city"
"28","Mississippi","42200","Louin town"
"28","Mississippi","42240","Louise town"
"28","Mississippi","42280","Louisville city"
"28","Mississippi","42440","Lucedale city"
"28","Mississippi","42600","Lula town"
"28","Mississippi","42640","Lumberton city"
"28","Mississippi","42800","Lyman CDP"
"28","Mississippi","42840","Lynchburg CDP"
"28","Mississippi","42960","Lyon town"
"28","Mississippi","42980","Maben town"
"28","Mississippi","43280","McComb city"
"28","Mississippi","43400","McCool town"
"28","Mississippi","43840","McLain town"
"28","Mississippi","44240","Macon city"
"28","Mississippi","44520","Madison city"
"28","Mississippi","44600","Magee city"
"28","Mississippi","44680","Magnolia city"
"28","Mississippi","44920","Mantachie town"
"28","Mississippi","44960","Mantee village"
"28","Mississippi","45120","Marietta town"
"28","Mississippi","45160","Marion town"
"28","Mississippi","45240","Marks city"
"28","Mississippi","45720","Mathiston town"
"28","Mississippi","46000","Mayersville town"
"28","Mississippi","46200","Meadville town"
"28","Mississippi","46600","Mendenhall city"
"28","Mississippi","46640","Meridian city"
"28","Mississippi","46680","Meridian Station CDP"
"28","Mississippi","46720","Merigold town"
"28","Mississippi","46880","Metcalfe town"
"28","Mississippi","48030","Mississippi State CDP"
"28","Mississippi","48120","Mississippi Valley State University CDP"
"28","Mississippi","48240","Mize town"
"28","Mississippi","48560","Monticello town"
"28","Mississippi","48640","Montrose town"
"28","Mississippi","48720","Mooresville CDP"
"28","Mississippi","48760","Moorhead city"
"28","Mississippi","48800","Morgan City town"
"28","Mississippi","48880","Morgantown CDP"
"28","Mississippi","49080","Morton city"
"28","Mississippi","49240","Moss Point city"
"28","Mississippi","49320","Mound Bayou city"
"28","Mississippi","49520","Mount Olive town"
"28","Mississippi","50280","Myrtle town"
"28","Mississippi","50440","Natchez city"
"28","Mississippi","50720","Nellieburg CDP"
"28","Mississippi","50880","Nettleton city"
"28","Mississippi","51000","New Albany city"
"28","Mississippi","51040","New Augusta town"
"28","Mississippi","51240","New Hamilton CDP"
"28","Mississippi","51360","New Hebron town"
"28","Mississippi","51400","New Hope CDP"
"28","Mississippi","51420","New Houlka town"
"28","Mississippi","51720","Newton city"
"28","Mississippi","51840","Nicholson CDP"
"28","Mississippi","52400","North Carrollton town"
"28","Mississippi","52680","North Tunica CDP"
"28","Mississippi","52880","Noxapater town"
"28","Mississippi","53200","Oakland town"
"28","Mississippi","53520","Ocean Springs city"
"28","Mississippi","53680","Okolona city"
"28","Mississippi","54040","Olive Branch city"
"28","Mississippi","54640","Osyka town"
"28","Mississippi","54840","Oxford city"
"28","Mississippi","54920","Pace town"
"28","Mississippi","54960","Pachuta town"
"28","Mississippi","55000","Paden village"
"28","Mississippi","55360","Pascagoula city"
"28","Mississippi","55400","Pass Christian city"
"28","Mississippi","55760","Pearl city"
"28","Mississippi","55920","Pearlington CDP"
"28","Mississippi","55930","Pearl River CDP"
"28","Mississippi","56200","Pelahatchie town"
"28","Mississippi","56800","Petal city"
"28","Mississippi","56960","Philadelphia city"
"28","Mississippi","57160","Picayune city"
"28","Mississippi","57200","Pickens town"
"28","Mississippi","58360","Pittsboro village"
"28","Mississippi","58440","Plantersville town"
"28","Mississippi","58960","Polkville town"
"28","Mississippi","59160","Pontotoc city"
"28","Mississippi","59240","Pope village"
"28","Mississippi","59480","Poplarville city"
"28","Mississippi","59560","Port Gibson city"
"28","Mississippi","59720","Potts Camp town"
"28","Mississippi","59920","Prentiss town"
"28","Mississippi","60360","Puckett village"
"28","Mississippi","60480","Purvis city"
"28","Mississippi","60720","Quitman city"
"28","Mississippi","60840","Raleigh town"
"28","Mississippi","61080","Rawls Springs CDP"
"28","Mississippi","61160","Raymond city"
"28","Mississippi","61400","Redwater CDP"
"28","Mississippi","61890","Renova town"
"28","Mississippi","62400","Richland city"
"28","Mississippi","62480","Richton town"
"28","Mississippi","62520","Ridgeland city"
"28","Mississippi","62560","Rienzi town"
"28","Mississippi","62600","Ripley city"
"28","Mississippi","62900","Robinhood CDP"
"28","Mississippi","63560","Rolling Fork city"
"28","Mississippi","63720","Rosedale city"
"28","Mississippi","64080","Roxie town"
"28","Mississippi","64200","Ruleville city"
"28","Mississippi","64680","St. Martin CDP"
"28","Mississippi","64800","Sallis town"
"28","Mississippi","64840","Saltillo city"
"28","Mississippi","64920","Sandersville town"
"28","Mississippi","65560","Sardis town"
"28","Mississippi","65680","Satartia village"
"28","Mississippi","65720","Saucier CDP"
"28","Mississippi","66080","Schlater town"
"28","Mississippi","66160","Scooba town"
"28","Mississippi","66280","Sebastopol town"
"28","Mississippi","66400","Seminary town"
"28","Mississippi","66440","Senatobia city"
"28","Mississippi","66720","Shannon town"
"28","Mississippi","66840","Sharon CDP"
"28","Mississippi","67000","Shaw city"
"28","Mississippi","67040","Shelby city"
"28","Mississippi","67200","Sherman town"
"28","Mississippi","67520","Shubuta town"
"28","Mississippi","67640","Shuqualak town"
"28","Mississippi","67840","Sidon town"
"28","Mississippi","67920","Silver City town"
"28","Mississippi","67960","Silver Creek town"
"28","Mississippi","68320","Slate Springs village"
"28","Mississippi","68400","Sledge town"
"28","Mississippi","68720","Smithville town"
"28","Mississippi","68960","Snow Lake Shores town"
"28","Mississippi","69160","Soso town"
"28","Mississippi","69280","Southaven city"
"28","Mississippi","70120","Standing Pine CDP"
"28","Mississippi","70240","Starkville city"
"28","Mississippi","70320","State Line town"
"28","Mississippi","70760","Stonewall town"
"28","Mississippi","71320","Sturgis town"
"28","Mississippi","71480","Summit town"
"28","Mississippi","71520","Sumner town"
"28","Mississippi","71560","Sumrall town"
"28","Mississippi","71600","Sunflower town"
"28","Mississippi","72040","Sylvarena village"
"28","Mississippi","72360","Taylor village"
"28","Mississippi","72400","Taylorsville town"
"28","Mississippi","72440","Tchula town"
"28","Mississippi","72680","Terry town"
"28","Mississippi","72760","Thaxton town"
"28","Mississippi","73440","Tillatoba town"
"28","Mississippi","73720","Tishomingo town"
"28","Mississippi","73760","Toccopola town"
"28","Mississippi","73880","Toomsuba CDP"
"28","Mississippi","74400","Tremont town"
"28","Mississippi","74675","Tucker CDP"
"28","Mississippi","74760","Tunica town"
"28","Mississippi","74820","Tunica Resorts CDP"
"28","Mississippi","74840","Tupelo city"
"28","Mississippi","75040","Tutwiler town"
"28","Mississippi","75160","Tylertown town"
"28","Mississippi","75360","Union town"
"28","Mississippi","75520","University CDP"
"28","Mississippi","75760","Utica town"
"28","Mississippi","75880","Vaiden town"
"28","Mississippi","76200","Vancleave CDP"
"28","Mississippi","76320","Vardaman town"
"28","Mississippi","76560","Verona city"
"28","Mississippi","76720","Vicksburg city"
"28","Mississippi","77080","Wade CDP"
"28","Mississippi","77400","Walls town"
"28","Mississippi","77480","Walnut town"
"28","Mississippi","77520","Walnut Grove town"
"28","Mississippi","77640","Walthall village"
"28","Mississippi","78000","Water Valley city"
"28","Mississippi","78200","Waveland city"
"28","Mississippi","78360","Waynesboro city"
"28","Mississippi","78480","Webb town"
"28","Mississippi","78520","Weir town"
"28","Mississippi","78640","Wesson town"
"28","Mississippi","78680","West town"
"28","Mississippi","78890","West Hattiesburg CDP"
"28","Mississippi","79120","West Point city"
"28","Mississippi","79620","White Oak CDP"
"28","Mississippi","80160","Wiggins city"
"28","Mississippi","80760","Winona city"
"28","Mississippi","80800","Winstonville town"
"28","Mississippi","81000","Woodland village"
"28","Mississippi","81120","Woodville town"
"28","Mississippi","81520","Yazoo City city"
"29","Missouri","00244","Adrian city"
"29","Missouri","00262","Advance city"
"29","Missouri","00280","Affton CDP"
"29","Missouri","00298","Agency village"
"29","Missouri","00424","Airport Drive village"
"29","Missouri","00496","Alba city"
"29","Missouri","00514","Albany city"
"29","Missouri","00568","Aldrich village"
"29","Missouri","00604","Alexandria city"
"29","Missouri","00712","Allendale village"
"29","Missouri","00748","Allenville village"
"29","Missouri","00802","Alma city"
"29","Missouri","00910","Altamont village"
"29","Missouri","00928","Altenburg city"
"29","Missouri","00964","Alton city"
"29","Missouri","01018","Amazonia village"
"29","Missouri","01054","Amity town"
"29","Missouri","01072","Amoret city"
"29","Missouri","01090","Amsterdam city"
"29","Missouri","01198","Anderson city"
"29","Missouri","01252","Annada village"
"29","Missouri","01270","Annapolis city"
"29","Missouri","01288","Anniston town"
"29","Missouri","01522","Appleton City city"
"29","Missouri","01576","Arbela town"
"29","Missouri","01630","Arbyrd city"
"29","Missouri","01648","Arcadia city"
"29","Missouri","01702","Archie city"
"29","Missouri","01720","Arcola village"
"29","Missouri","01828","Argyle town"
"29","Missouri","01864","Arkoe town"
"29","Missouri","01954","Armstrong city"
"29","Missouri","01972","Arnold city"
"29","Missouri","02034","Arrow Point village"
"29","Missouri","02044","Arrow Rock town"
"29","Missouri","02098","Asbury city"
"29","Missouri","02152","Ashburn town"
"29","Missouri","02188","Ash Grove city"
"29","Missouri","02242","Ashland city"
"29","Missouri","02260","Ashley CDP"
"29","Missouri","02422","Atlanta city"
"29","Missouri","02512","Augusta town"
"29","Missouri","02530","Aullville village"
"29","Missouri","02548","Aurora city"
"29","Missouri","02638","Auxvasse city"
"29","Missouri","02674","Ava city"
"29","Missouri","02746","Avilla town"
"29","Missouri","02800","Avondale city"
"29","Missouri","02962","Bagnell town"
"29","Missouri","03034","Baker village"
"29","Missouri","03052","Bakersfield village"
"29","Missouri","03124","Baldwin Park village"
"29","Missouri","03160","Ballwin city"
"29","Missouri","03322","Baring city"
"29","Missouri","03340","Barnard city"
"29","Missouri","03376","Barnett city"
"29","Missouri","03394","Barnhart CDP"
"29","Missouri","03556","Bates City city"
"29","Missouri","03592","Battlefield city"
"29","Missouri","04114","Bella Villa city"
"29","Missouri","04132","Bell City city"
"29","Missouri","04150","Belle city"
"29","Missouri","04222","Bellefontaine Neighbors city"
"29","Missouri","04240","Bellerive village"
"29","Missouri","04330","Bellflower city"
"29","Missouri","04348","Bel-Nor village"
"29","Missouri","04366","Bel-Ridge village"
"29","Missouri","04384","Belton city"
"29","Missouri","04525","Bennett Springs CDP"
"29","Missouri","04798","Benton city"
"29","Missouri","04834","Benton City village"
"29","Missouri","04888","Berger city"
"29","Missouri","04906","Berkeley city"
"29","Missouri","04960","Bernie city"
"29","Missouri","04996","Bertrand city"
"29","Missouri","05068","Bethany city"
"29","Missouri","05104","Bethel village"
"29","Missouri","05248","Beverly Hills city"
"29","Missouri","05266","Bevier city"
"29","Missouri","05320","Biehle CDP"
"29","Missouri","05464","Bigelow village"
"29","Missouri","05495","Big Lake village"
"29","Missouri","05608","Big Spring CDP"
"29","Missouri","05626","Billings city"
